school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0,1,17.0,1,0,0,3.0,4.0,at_home,other,course,mother,3.0,2.0,0.0,0,0,0,0,1,1,0,0,5.0,4.0,5.0,2.0,4.0,5.0,0.0,10.0,0.0,0.0
0,0,16.0,0,0,1,3.0,3.0,other,other,course,other,2.0,1.0,2.0,0,1,0,1,0,1,1,1,4.0,3.0,2.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0
0,1,16.0,0,1,0,1.0,1.0,services,other,course,mother,1.0,2.0,1.0,0,0,0,0,1,1,0,1,4.0,4.0,4.0,1.0,3.0,5.0,0.0,14.0,12.0,12.0
0,0,15.0,0,0,0,4.0,4.0,teacher,teacher,course,mother,2.0,1.0,0.0,0,0,0,1,1,1,1,0,4.0,3.0,2.0,1.0,1.0,5.0,0.0,16.0,16.0,15.0
0,1,15.0,0,0,0,4.0,3.0,teacher,services,course,father,2.0,4.0,0.0,1,1,0,0,1,1,1,0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,9.0,0.0
0,0,15.0,0,0,0,4.0,4.0,teacher,services,course,mother,1.0,3.0,0.0,0,1,1,1,1,1,1,0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,9.0,11.0,11.0
0,0,16.0,0,1,0,1.0,1.0,at_home,at_home,course,mother,1.0,1.0,0.0,0,0,0,0,1,1,1,0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,14.0,14.0,13.0
0,1,17.0,0,0,0,2.0,1.0,other,other,home,mother,1.0,1.0,3.0,0,1,0,0,1,1,1,0,5.0,4.0,5.0,1.0,2.0,5.0,0.0,5.0,0.0,0.0
0,0,15.0,0,0,0,3.0,2.0,health,services,home,father,1.0,2.0,3.0,0,1,0,0,1,1,1,0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,6.0,7.0,0.0
0,1,16.0,0,0,0,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,0.0,0,1,0,0,1,0,1,1,3.0,3.0,2.0,2.0,1.0,5.0,0.0,7.0,6.0,0.0
0,1,18.0,0,1,0,1.0,1.0,other,other,course,mother,1.0,1.0,3.0,0,0,0,0,1,0,1,1,2.0,3.0,5.0,2.0,5.0,4.0,0.0,6.0,5.0,0.0
0,1,16.0,0,1,0,2.0,1.0,at_home,other,course,mother,1.0,1.0,1.0,0,0,0,1,1,1,0,1,4.0,4.0,4.0,3.0,5.0,5.0,6.0,12.0,13.0,14.0
0,0,15.0,1,0,0,3.0,3.0,services,services,reputation,other,2.0,3.0,2.0,0,1,1,1,1,1,1,1,4.0,2.0,1.0,2.0,3.0,3.0,8.0,10.0,10.0,10.0
0,0,17.0,0,0,0,4.0,4.0,other,teacher,course,mother,1.0,1.0,0.0,1,1,0,0,1,1,0,1,4.0,2.0,1.0,1.0,1.0,4.0,0.0,11.0,11.0,12.0
0,1,15.0,1,0,0,2.0,3.0,at_home,services,course,mother,1.0,2.0,0.0,1,0,1,1,1,1,0,0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,11.0,8.0,8.0
0,1,17.0,1,1,0,1.0,2.0,other,other,reputation,mother,1.0,1.0,0.0,0,0,0,0,1,1,0,0,2.0,2.0,2.0,3.0,3.0,5.0,8.0,16.0,12.0,13.0
0,0,18.0,1,0,0,1.0,1.0,at_home,other,course,mother,3.0,1.0,3.0,0,1,0,1,0,1,0,0,5.0,2.0,5.0,1.0,5.0,4.0,6.0,9.0,8.0,10.0
0,1,16.0,1,0,0,2.0,2.0,at_home,other,course,mother,3.0,1.0,0.0,0,0,0,0,0,1,0,0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,17.0,15.0,15.0
0,1,16.0,0,0,0,3.0,3.0,other,services,course,father,1.0,2.0,1.0,0,1,1,0,1,1,1,1,4.0,5.0,5.0,4.0,4.0,5.0,4.0,10.0,12.0,12.0
0,1,17.0,1,1,0,2.0,1.0,at_home,other,course,mother,2.0,1.0,2.0,0,0,0,1,1,0,1,1,3.0,3.0,2.0,2.0,2.0,5.0,0.0,7.0,6.0,0.0
0,1,15.0,1,0,0,3.0,2.0,other,other,course,mother,2.0,2.0,2.0,1,1,0,0,1,1,1,1,4.0,4.0,4.0,1.0,4.0,3.0,6.0,5.0,9.0,7.0
0,1,17.0,1,1,0,1.0,1.0,other,services,course,mother,4.0,2.0,3.0,0,0,0,1,1,0,0,1,5.0,3.0,5.0,1.0,5.0,5.0,0.0,5.0,8.0,7.0
0,1,16.0,0,0,0,3.0,2.0,services,services,course,mother,2.0,1.0,1.0,0,1,0,1,0,0,0,0,4.0,5.0,2.0,1.0,1.0,2.0,16.0,12.0,11.0,12.0
0,1,16.0,0,0,0,2.0,2.0,other,other,course,father,1.0,2.0,0.0,0,0,0,0,1,0,1,0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,10.0,10.0,10.0
0,0,16.0,0,0,0,4.0,2.0,health,services,home,father,1.0,2.0,0.0,0,0,1,0,1,1,1,1,4.0,2.0,3.0,1.0,1.0,3.0,0.0,14.0,15.0,16.0
0,0,16.0,0,0,0,2.0,2.0,other,other,home,mother,1.0,2.0,0.0,0,1,1,0,0,1,1,0,5.0,1.0,5.0,1.0,1.0,4.0,0.0,6.0,7.0,0.0
0,0,16.0,0,0,0,4.0,4.0,health,health,reputation,mother,1.0,2.0,0.0,0,1,1,0,1,1,1,1,4.0,4.0,2.0,1.0,1.0,3.0,0.0,14.0,14.0,14.0
0,1,16.0,0,0,0,1.0,0.0,other,other,reputation,mother,2.0,2.0,0.0,0,1,1,1,1,1,1,1,4.0,3.0,2.0,1.0,1.0,3.0,2.0,13.0,15.0,16.0
0,0,16.0,0,0,0,1.0,3.0,at_home,services,home,mother,1.0,2.0,3.0,0,0,0,1,0,1,1,1,4.0,3.0,5.0,1.0,1.0,3.0,0.0,8.0,7.0,0.0
0,1,17.0,0,1,0,4.0,3.0,teacher,other,course,mother,2.0,2.0,0.0,0,0,1,1,1,1,1,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,9.0,9.0
0,0,16.0,0,0,0,2.0,2.0,services,other,reputation,mother,2.0,2.0,0.0,0,0,1,1,0,1,1,0,3.0,4.0,4.0,1.0,4.0,5.0,2.0,13.0,13.0,11.0
0,1,17.0,0,0,0,3.0,3.0,other,other,reputation,father,1.0,2.0,0.0,0,0,0,1,0,1,1,0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,6.0,5.0,6.0
0,1,16.0,1,0,0,4.0,2.0,teacher,services,other,mother,1.0,1.0,0.0,0,1,0,1,1,1,1,1,4.0,3.0,3.0,3.0,4.0,3.0,10.0,10.0,8.0,9.0
0,1,17.0,0,0,0,4.0,3.0,other,other,course,mother,1.0,2.0,0.0,0,1,0,1,1,1,1,1,5.0,2.0,3.0,1.0,1.0,2.0,4.0,10.0,10.0,11.0
0,1,16.0,0,0,0,4.0,3.0,teacher,other,home,mother,1.0,2.0,0.0,0,1,1,1,1,1,1,0,3.0,4.0,3.0,2.0,3.0,3.0,10.0,9.0,8.0,8.0
0,1,16.0,0,0,0,3.0,3.0,services,other,home,mother,1.0,2.0,0.0,0,0,1,1,1,1,1,1,4.0,2.0,3.0,1.0,2.0,3.0,2.0,12.0,13.0,12.0
0,0,17.0,0,0,0,2.0,4.0,services,services,reputation,father,1.0,2.0,0.0,0,1,0,1,1,1,0,0,5.0,4.0,2.0,2.0,3.0,5.0,0.0,16.0,17.0,17.0
0,1,17.0,0,0,0,3.0,3.0,services,services,other,mother,1.0,2.0,0.0,0,1,0,1,1,1,1,1,4.0,3.0,4.0,2.0,3.0,4.0,12.0,12.0,12.0,11.0
0,1,16.0,0,1,0,2.0,1.0,other,other,course,mother,1.0,2.0,0.0,0,0,1,1,1,1,1,1,4.0,2.0,3.0,1.0,2.0,5.0,0.0,15.0,15.0,15.0
0,0,17.0,0,0,1,3.0,3.0,health,other,reputation,mother,1.0,2.0,0.0,0,1,0,0,0,1,1,1,3.0,3.0,3.0,1.0,3.0,3.0,6.0,8.0,7.0,9.0
0,1,17.0,1,0,0,1.0,2.0,at_home,other,home,mother,1.0,2.0,0.0,0,0,0,0,1,1,0,0,3.0,1.0,3.0,1.0,5.0,3.0,4.0,8.0,9.0,10.0
0,0,17.0,0,0,0,1.0,1.0,at_home,services,course,mother,1.0,2.0,0.0,0,0,0,1,1,1,1,0,5.0,3.0,3.0,1.0,1.0,3.0,0.0,8.0,8.0,9.0
0,1,16.0,1,0,0,3.0,3.0,services,services,reputation,mother,1.0,1.0,0.0,0,1,0,1,1,1,1,0,4.0,3.0,2.0,3.0,4.0,5.0,8.0,8.0,9.0,10.0
0,1,16.0,0,0,0,2.0,3.0,other,other,home,father,2.0,1.0,0.0,0,0,0,0,1,1,1,0,5.0,3.0,3.0,1.0,1.0,3.0,0.0,13.0,14.0,14.0
0,1,17.0,0,0,0,4.0,4.0,services,teacher,home,mother,1.0,1.0,0.0,0,0,0,0,1,1,1,0,5.0,2.0,3.0,1.0,2.0,5.0,4.0,17.0,15.0,16.0
0,1,16.0,1,1,0,3.0,3.0,teacher,other,home,father,3.0,1.0,0.0,0,1,1,1,1,1,1,0,3.0,3.0,4.0,3.0,5.0,3.0,8.0,9.0,9.0,10.0
0,0,17.0,0,0,0,4.0,4.0,services,teacher,home,mother,2.0,1.0,1.0,0,1,0,0,1,1,1,0,4.0,2.0,4.0,2.0,3.0,2.0,24.0,18.0,18.0,18.0
0,0,16.0,0,1,0,4.0,4.0,teacher,teacher,reputation,mother,1.0,2.0,0.0,0,1,1,0,1,1,1,0,4.0,5.0,2.0,1.0,2.0,3.0,0.0,9.0,9.0,10.0
0,0,16.0,0,0,0,4.0,3.0,health,other,home,mother,1.0,2.0,0.0,0,1,0,1,1,1,1,0,4.0,3.0,5.0,1.0,5.0,2.0,2.0,16.0,16.0,16.0
0,0,16.0,0,0,0,2.0,3.0,other,other,reputation,mother,1.0,2.0,0.0,1,1,1,1,1,1,0,0,4.0,4.0,3.0,1.0,3.0,4.0,6.0,8.0,10.0,10.0
0,0,17.0,0,0,0,1.0,1.0,other,other,course,mother,1.0,2.0,0.0,0,1,1,0,0,1,0,0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,9.0,9.0,10.0
0,0,17.0,1,0,0,2.0,2.0,other,other,reputation,mother,1.0,1.0,0.0,0,1,0,0,1,1,1,0,5.0,3.0,2.0,1.0,2.0,3.0,18.0,7.0,6.0,6.0
0,0,16.0,1,0,0,2.0,2.0,services,services,reputation,mother,2.0,4.0,0.0,0,1,1,1,0,1,1,0,5.0,3.0,5.0,1.0,1.0,5.0,6.0,10.0,10.0,11.0
0,0,17.0,0,0,0,3.0,4.0,at_home,services,home,mother,1.0,3.0,1.0,0,1,1,0,1,1,1,1,4.0,4.0,3.0,3.0,4.0,5.0,28.0,10.0,9.0,9.0
0,0,16.0,0,0,1,3.0,1.0,services,other,course,mother,1.0,2.0,3.0,0,1,1,0,1,1,1,0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,7.0,7.0,7.0
0,0,16.0,0,0,0,4.0,3.0,teacher,other,other,mother,1.0,2.0,0.0,0,0,1,1,1,1,1,1,1.0,3.0,2.0,1.0,1.0,1.0,10.0,11.0,12.0,13.0
0,0,16.0,0,0,0,1.0,1.0,at_home,other,home,mother,2.0,1.0,0.0,0,1,1,0,1,1,0,0,4.0,3.0,2.0,1.0,4.0,5.0,6.0,9.0,9.0,10.0
0,0,17.0,1,0,0,4.0,3.0,teacher,other,reputation,mother,2.0,3.0,0.0,0,1,1,1,1,1,1,1,4.0,4.0,2.0,1.0,1.0,4.0,6.0,7.0,7.0,7.0
0,0,19.0,0,0,0,3.0,3.0,other,other,reputation,other,1.0,4.0,0.0,0,1,1,1,1,1,1,0,4.0,3.0,3.0,1.0,2.0,3.0,10.0,8.0,8.0,8.0
0,1,17.0,0,1,0,4.0,4.0,services,other,home,mother,1.0,2.0,0.0,0,1,1,0,1,1,1,1,5.0,3.0,5.0,4.0,5.0,3.0,13.0,12.0,12.0,13.0
0,0,16.0,0,0,1,2.0,2.0,other,other,reputation,mother,1.0,2.0,0.0,1,1,1,0,1,1,1,0,3.0,3.0,4.0,1.0,1.0,4.0,0.0,12.0,13.0,14.0
0,1,18.0,0,0,0,2.0,2.0,services,other,home,mother,1.0,2.0,1.0,0,1,1,1,1,1,1,0,4.0,4.0,4.0,2.0,4.0,5.0,15.0,6.0,7.0,8.0
0,0,17.0,0,0,0,4.0,3.0,other,other,reputation,mother,1.0,2.0,2.0,0,0,1,0,1,1,1,1,3.0,4.0,5.0,2.0,4.0,1.0,22.0,6.0,6.0,4.0
0,1,18.0,0,1,0,3.0,3.0,services,health,home,father,1.0,2.0,1.0,0,1,1,0,1,1,1,0,3.0,2.0,4.0,2.0,4.0,4.0,13.0,6.0,6.0,8.0
0,0,17.0,0,0,0,2.0,2.0,at_home,at_home,course,mother,1.0,3.0,0.0,0,1,1,1,1,1,1,0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,9.0,10.0,10.0
0,0,17.0,1,0,0,2.0,1.0,at_home,services,reputation,mother,2.0,2.0,0.0,0,1,0,1,1,1,1,0,4.0,2.0,5.0,1.0,2.0,5.0,2.0,6.0,6.0,6.0
0,0,16.0,0,0,0,2.0,3.0,services,teacher,other,mother,1.0,2.0,0.0,1,0,0,0,1,1,1,0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,16.0,16.0,17.0
0,1,18.0,0,0,0,2.0,2.0,other,other,home,mother,2.0,2.0,0.0,0,1,1,0,1,1,1,0,3.0,3.0,3.0,5.0,5.0,4.0,0.0,12.0,13.0,13.0
0,0,16.0,0,0,0,4.0,4.0,teacher,services,home,mother,1.0,3.0,0.0,0,1,0,1,0,1,1,0,5.0,3.0,2.0,1.0,1.0,5.0,0.0,13.0,13.0,14.0
0,0,18.0,1,0,0,3.0,1.0,other,other,reputation,mother,1.0,2.0,1.0,0,0,0,1,1,1,1,1,5.0,3.0,3.0,1.0,1.0,4.0,16.0,9.0,8.0,7.0
0,1,17.0,0,1,0,2.0,3.0,services,services,reputation,father,1.0,2.0,0.0,0,1,1,0,0,1,1,0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,12.0,11.0,12.0
0,1,18.0,0,1,0,2.0,1.0,at_home,other,course,mother,4.0,2.0,0.0,1,1,1,1,1,1,1,1,4.0,3.0,2.0,4.0,5.0,3.0,14.0,10.0,8.0,9.0
0,0,17.0,0,0,1,2.0,1.0,other,other,course,mother,2.0,3.0,0.0,0,0,0,1,1,1,1,1,3.0,2.0,3.0,1.0,2.0,3.0,10.0,12.0,10.0,12.0
0,1,17.0,1,0,0,2.0,2.0,other,other,course,father,2.0,2.0,0.0,0,1,1,1,1,1,1,0,4.0,5.0,2.0,1.0,1.0,1.0,4.0,11.0,11.0,11.0
0,1,16.0,0,0,0,4.0,4.0,health,other,reputation,father,1.0,2.0,0.0,0,1,1,1,1,1,1,0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,14.0,13.0,13.0
0,1,16.0,0,1,0,1.0,1.0,other,other,home,mother,2.0,2.0,0.0,0,1,1,0,1,1,1,0,3.0,4.0,2.0,1.0,1.0,5.0,18.0,9.0,7.0,6.0
0,1,16.0,0,0,0,3.0,2.0,at_home,other,reputation,mother,2.0,3.0,0.0,0,0,0,1,1,1,1,1,5.0,3.0,3.0,1.0,3.0,2.0,10.0,11.0,9.0,10.0
0,0,17.0,1,0,0,2.0,1.0,at_home,services,course,mother,3.0,2.0,0.0,0,0,0,1,1,1,0,0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,13.0,11.0,11.0
0,1,17.0,0,1,0,4.0,3.0,health,other,course,mother,2.0,2.0,0.0,0,0,0,1,1,1,1,1,2.0,5.0,5.0,1.0,4.0,5.0,14.0,12.0,12.0,12.0
0,1,17.0,1,1,1,4.0,4.0,teacher,other,course,mother,2.0,2.0,0.0,0,1,1,0,1,1,1,0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,10.0,11.0,12.0
0,1,16.0,0,1,0,4.0,3.0,teacher,other,course,mother,1.0,1.0,0.0,0,0,0,1,0,1,1,0,5.0,4.0,5.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0
0,1,16.0,0,0,0,4.0,4.0,services,services,course,mother,1.0,1.0,0.0,0,0,0,1,1,1,1,0,5.0,3.0,2.0,1.0,2.0,5.0,0.0,13.0,12.0,12.0
0,0,18.0,0,0,0,2.0,1.0,other,other,course,other,2.0,3.0,0.0,0,1,1,0,0,1,1,1,4.0,4.0,4.0,1.0,1.0,3.0,0.0,7.0,0.0,0.0
0,1,16.0,0,0,0,2.0,1.0,other,other,course,mother,3.0,1.0,0.0,0,0,0,0,1,1,1,0,4.0,3.0,3.0,1.0,1.0,4.0,6.0,18.0,18.0,18.0
0,1,17.0,0,0,0,2.0,3.0,other,other,course,father,2.0,1.0,0.0,0,0,0,0,1,1,1,0,5.0,2.0,2.0,1.0,1.0,2.0,4.0,12.0,12.0,13.0
0,1,16.0,0,0,0,0.0,2.0,other,other,other,mother,1.0,1.0,0.0,0,0,1,0,0,1,1,0,4.0,3.0,2.0,2.0,4.0,5.0,0.0,13.0,15.0,15.0
0,1,18.0,0,0,0,3.0,2.0,services,other,course,mother,2.0,1.0,1.0,0,0,0,0,1,0,1,0,4.0,4.0,5.0,2.0,4.0,5.0,0.0,6.0,8.0,8.0
0,1,16.0,0,0,0,3.0,3.0,at_home,other,reputation,other,3.0,2.0,0.0,1,1,0,0,0,1,1,0,5.0,3.0,3.0,1.0,3.0,2.0,6.0,7.0,10.0,10.0
0,1,18.0,0,0,0,2.0,1.0,services,services,other,mother,1.0,1.0,1.0,0,0,0,0,0,0,1,0,3.0,2.0,5.0,2.0,5.0,5.0,4.0,6.0,9.0,8.0
0,1,16.0,1,0,0,2.0,1.0,other,other,course,mother,2.0,1.0,0.0,0,0,0,1,0,1,0,0,3.0,3.0,2.0,1.0,3.0,3.0,0.0,8.0,9.0,8.0
0,1,17.0,0,1,0,1.0,1.0,health,other,course,mother,2.0,1.0,1.0,0,1,0,1,1,1,1,0,4.0,4.0,4.0,1.0,2.0,5.0,2.0,7.0,9.0,8.0
0,0,17.0,0,1,0,4.0,2.0,teacher,services,reputation,mother,1.0,4.0,0.0,0,1,1,1,1,1,1,0,4.0,2.0,3.0,1.0,1.0,4.0,6.0,14.0,12.0,13.0
0,0,18.0,0,0,0,4.0,3.0,services,other,home,father,1.0,2.0,0.0,0,1,1,0,1,1,1,1,3.0,1.0,2.0,1.0,3.0,2.0,21.0,17.0,18.0,18.0
0,1,18.0,0,0,0,4.0,3.0,teacher,other,course,mother,1.0,2.0,0.0,0,1,1,0,0,1,1,0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,8.0,8.0,8.0
0,1,18.0,1,0,0,3.0,2.0,other,other,course,mother,1.0,3.0,0.0,0,0,0,1,0,1,0,0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,13.0,12.0,12.0
